Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
550;1127,59;2847,78;2688,15;3112,89;
551;1096,84;2808,46;2478,43;2987,06;
552;1209,13;2952,02;3244,08;3446,45;
553;1069,9;2774,02;2294,8;2876,88;
554;1120,33;2838,49;2638,63;3083,18;
555;1105,15;2819,09;2535,13;3021,08;
556;1194,57;2929,15;3144,79;3271,45;
557;1016,67;2705,97;1931,83;2659,1;
558;1168,74;2900,38;2968,67;3281,2;
559;1027,23;2719,47;2003,86;2702,31;
560;1200,45;2940,91;3184,88;3225,11;
561;1065,65;2768,59;2265,81;2859,49;
562;1165,17;2895,82;2944,36;3038,02;
563;1147,48;2873,2;2823,74;2933,34;
564;1099,57;2811,96;2497,1;2925,75;
565;1126,5;2846,38;2680,67;2948,15;
566;1121,13;2839,51;2644,03;2936,5;
567;1006,65;2693,16;1863,54;2618,13;
568;1148,2;2874,12;2828,65;3197,19;
569;1138,54;2861,77;2762,78;3028,55;
570;1096;2807,38;2472,7;2935,73;
571;1002,52;2687,88;1835,36;2601,21;
572;1144,77;2869,74;2805,28;3183,17;
573;1177,76;2911,91;3030,2;3101,39;
574;1056,68;2757,12;2204,61;2822,77;
575;1052,94;2752,34;2179,15;2807,49;
576;1056,62;2757,05;2204,24;2822,54;
577;1057,43;2758,07;2209,72;2825,83;
578;1124,67;2844,04;2668,21;3100,93;
579;1072,74;2777,66;2314,17;2888,5;
580;1100;2812,49;2499,97;2999,98;
581;1175,32;2908,79;3013,55;3308,13;
582;1209,14;2952,03;3244,15;3446,49;
583;1204,19;2945,69;3210,36;3057,16;
584;1072,38;2777,2;450,061;2887,03;
585;1100,49;2813,13;2503,34;3002;
586;1169,46;2901,29;2973,56;3197,26;
587;1202,62;2943,69;3199,68;3030,31;
588;1018,35;2708,12;1943,33;2666;
589;1134,52;2856,63;2735,38;3141,23;
590;1087,99;2797,14;2418,1;2950,86;
591;1011,71;2699,63;1898,02;2638,81;
592;1139,76;2863,33;2771,11;3162,67;
593;1042,29;2738,72;2106,53;2763,92;
594;1204,53;2946,14;3212,72;3427,63;
595;1003,2;2688,75;1840,01;2604,01;
596;1090,41;2800,23;2434,59;2960,75;
597;1096,05;2807,45;2473,07;2983,84;
598;1024,38;2715,83;1984,4;2690,64;
599;1173,4;2906,34;3000,46;3300,27;
600;1229,87;3353,58;2760,46;3381,28;
601;1201,71;2896,13;3193,45;3416,07;
602;1120,97;2839,31;2642,98;3085,79;
603;1097,76;2809,64;2484,76;2990,85;
604;1118,69;2836,39;2627,43;3076,46;
605;1010,87;2698,55;1892,29;2635,37;
