Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;;;
234;1094,06;2519,52;2573,27;3136,43;
235;1032,52;2437,47;2146,53;2899,18;
236;1123,52;2546,62;2810,09;3062,65;
237;1168,4;2600,82;3089,58;2976,05;
238;1195,67;2635,44;3205,57;2980,05;
239;1158,47;2587,94;2874,23;2984,16;
240;1192,29;2630,25;1487,38;2988,08;
241;1034,29;2428,35;1900,49;2752,31;
242;1079,9;2480,39;2249,46;2937,35;
243;1103,77;2506,52;2422,91;3037,64;
244;1151,95;2564,1;2756,94;3188,53;
245;1148,93;2557,41;2722;2997,54;
246;1156,4;2563,65;2767,77;3006,71;
247;1091,07;2476,5;2321,76;2999,03;
248;1044,59;2412,19;2034,69;2830,71;
249;1118,16;2500,38;2589,67;3145,29;
250;1132,08;2516,28;2681,62;3044,9;
251;1170,99;2564,6;2940,63;3019,09;
252;1029,16;2383,52;1945,75;2776,19;
253;1016,47;2361,36;1935,32;2746,55;
254;980,198;2309,95;1759,75;2615,79;
255;983,779;2309,91;1862,87;2642,54;
256;1150,82;2519,94;3071,72;3337,77;
257;974,912;2299,33;1824,52;2632;
258;999,928;2327,52;2079,79;2752,15;
259;1007,99;2337,23;2180,82;2794,81;
260;951,708;2266,94;1820,89;2566,7;
261;1101,76;2460,08;2889,02;3173,56;
262;1009,96;2352,34;2190,13;2784,02;
263;1156,58;2544,29;3200,43;3378,97;
264;984,121;2336,16;1921,15;2660,74;
265;994,673;2355,03;2010,65;2686,47;
266;1038,01;2417,11;2310,27;2842,36;
267;1156,22;2578,02;3079,15;3297,51;
268;1144,12;2576,2;2894,07;3226,14;
269;1096,83;2528,35;2484,26;3008,58;
270;1161,85;2619,63;2898,54;3261,49;
271;1185,85;2661,34;2981,98;3339,77;
272;1135,59;2504,62;2544,45;3110,03;
273;1120,43;2481,72;2390,89;3024,13;
274;1228,56;2518,09;3110,1;3211,91;
275;1224,48;2546,83;3004,14;3050;
276;1214,49;2560,5;2871,52;3035,22;
277;1225,28;2589,22;2321,74;3022,37;
278;1123,45;2522,38;2179,63;2914,28;
279;1057,45;2434,15;1774,08;2659,75;
280;1236,72;2658,37;3081,66;3409,6;
281;1241,22;2670,17;3081,86;3055,47;
282;1224,88;2656,62;2951,32;2999,78;
283;1184,8;2612,29;2679,88;3012,6;
284;1249,12;2658,32;3155,04;3007,25;
285;1073,56;2476,56;1907,13;2771,54;
286;1050,52;2446,86;1870,1;2705,52;
287;1107,72;2517,39;2367,1;2976,23;
288;1107,3;2515,6;2431,94;3017,73;
289;1087,05;2487,45;2361,28;2979,82;
290;1065,03;2455,77;2285,11;2932,8;
291;1076,17;2465,6;2450,93;3026,01;
292;1163,68;2574,72;3103,54;3419,6;
293;1050,08;2431,66;2302,8;2978,39;
294;1067,39;2450,94;2468,9;3068,54;
295;1149,57;2554,22;3055,98;3213,2;
296;990,996;2353,76;1936,38;2762,75;
297;981,114;2337,07;1934,34;2728,33;
298;1109,4;2497,52;2869,48;3255,9;
299;1080,33;2462,06;2646,21;3144,39;
300;1106,76;2918,91;2189,44;3104,8;
301;1136,86;2594,59;2985,9;3348,67;
302;994,908;2416,48;1974,34;2784,81;
303;1104,98;2555,77;2766,44;3228,44;
304;966,196;2383,36;1768,59;2645,63;
305;1139,97;2603,93;3007,86;3345,17;
306;1158,52;2633,84;3065,94;3363,21;
307;998,209;2422,46;1903,1;2742,84;
308;1170,92;2629,65;3134,85;3391,86;
309;1149,33;2597,93;2905,41;3078,37;
310;1135,99;2575,4;2759,6;3080,25;
311;1052,48;2463,94;2134,58;2882,93;
312;1187,86;2627,56;3075,81;3255,95;
313;1005,95;2390,35;1771,28;2664,93;
314;1183,79;2606,28;3037,5;3380,9;
315;1027,19;2401,87;1910,32;2736,9;
316;1042,77;2410,36;2077,68;2801,66;
317;1202,66;2604,59;3216,67;3458,38;
318;1204,8;2605,64;3158,42;3358,32;
319;1090,1;2456,63;2321,63;2994,26;
320;1016,82;2357,51;1835,83;2692,02;
321;1157,07;2528,15;2866,73;3269,93;
322;1146,53;2514,44;2754,83;3223,53;
323;1020,74;2354,44;1861,21;2699,7;
324;1073,88;2417,24;2293,04;2918,75;
325;1106,96;2456,83;2558,08;3062,58;
326;1195,74;2570,61;3171,27;3433,11;
327;1158,01;2528,66;2846,51;3275,98;
328;1108,8;2470,2;2483,8;3074,91;
329;1204,95;2595,6;3153,28;3271,77;
330;1162,79;2550,19;2799,55;3141,06;
331;1125,03;2509,14;2507,82;3099,97;
332;1228,33;2646,99;3208,86;3182,34;
333;1060,23;2441,45;2002,87;2797,66;
334;1214,44;2640,05;3120,77;3433,43;
335;1034,92;2419,19;1849,26;2704,57;
336;1132,29;2543,24;2604,22;3113,55;
337;1025,15;2409,92;1892,64;2689,47;
338;1180,23;2607,15;3037,63;3337,8;
339;1148,69;2571,28;2807,85;3227,78;
340;1126,16;2546,02;2649,26;3145,12;
