Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
298;1117,35;2518,92;2776,11;2997,14;
299;1103,89;2501,47;2356,25;2993;
300;1096,59;2491,36;2145,29;2976,33;
301;1107,19;2503,93;2507,39;2998;
302;1083,95;2473,9;2576,8;3000,87;
303;1063,38;2446,53;2383,12;3000,82;
304;1072,59;2456,73;2684,51;3001,41;
305;1074,14;2457,8;2329,42;3001,7;
306;1080,66;2550,02;2547,93;2990,19;
307;1091,9;2558,93;2158,26;2975,96;
308;1072,5;2530,44;2583,06;2975,97;
309;1079;2535,51;2824,5;2978,06;
310;1056,44;2505,08;2363,8;2978,15;
311;1073,14;2524,85;2749,33;2975,88;
312;1090,22;2546,65;2827,37;2978,39;
313;1071,82;2521,81;2793,49;3000,45;
314;1091,64;2543,38;2464,03;2999,34;
315;1103,18;2554,29;2769,92;3002,8;
316;1109,74;2558,51;2270,6;3013,32;
317;1098,29;2539,6;2654,05;3000,79;
318;1116,2;2557,19;2282,19;2987,17;
319;1094,15;2523,82;2179,93;3000,61;
320;1112,08;2540,31;2698,3;3007,8;
321;1095,1;2512,62;2928,36;3012,65;
322;1084,64;2492,17;2625;3029,45;
323;1108,24;2514,66;2230,42;3017,22;
324;1127,55;2532,85;2548,57;3027,78;
325;1120,06;2517,61;2651,7;3008,67;
326;1099,41;2485,59;2256,46;3025,49;
327;1110,95;2494,1;2274,75;3042,38;
328;1118,06;2498,17;2416,41;3027,4;
329;1098,6;2469,42;2793,84;3045,63;
330;1093,65;2458,98;2820,18;3047,26;
331;1096,31;2458,55;2651,99;3048,91;
332;1116,2;2480,97;2902,64;3040,61;
333;1124,56;2490,5;2851,09;3051,38;
334;1121,41;2486,44;2679,46;3032,06;
335;1138,12;2508,28;2944,16;3049,5;
336;1143,05;2516,66;2473,51;3033,87;
337;1139,45;2515,15;2797,14;3022,26;
338;1157,23;2541,52;2323,2;3044,07;
339;1137,83;2521,51;2463,71;3059,78;
340;1153,15;2545,22;2178,18;3056,5;
341;1129,5;2520,01;2607,9;3038,28;
342;1130,06;2524,66;2707,88;3049,86;
343;1109,08;2501,71;2678,57;3058,54;
344;1123,31;2522,8;2926,59;3040,6;
345;1128,39;2532,5;2969,29;3034,51;
