Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
200;1576,66;2748,67;3119,27;2718,41;
201;1647,8;2857,94;2914,03;2741,36;
202;1760,34;3016,38;3100,03;2725,49;
203;1819,16;3103,25;2768;2709,2;
204;1811,39;3113,8;2036,75;2704,67;
205;1960,08;3301,11;2310,11;2786,17;
206;2111,22;3488,26;2878,47;2928,22;
207;2200,32;3601,26;3386,13;2839,77;
208;2246,02;3659,72;3296,59;2734,47;
209;2192,94;3601,59;2282,3;2757,67;
210;2168,82;3573,28;1446,16;2766,38;
211;2123,65;3513,59;751,602;2764,5;
212;2213,91;3599,2;1548,79;2930,32;
213;2299,89;3672,41;2538,34;3129,1;
214;2219,08;3549,55;2491,06;2794,19;
215;2197,72;3491,17;2236,81;2804,57;
216;2137,18;3385,82;1370,45;2834,73;
217;2146,28;3357,96;1337,26;2842,22;
218;2083,06;3242,83;1033,67;2842,67;
219;2075,56;3186,25;1460,24;2842,92;
220;2045,9;3105,04;1538,39;2843,24;
221;1939,83;2938,03;1183,66;2842,79;
222;1904,45;2854,86;1012,15;2842,98;
223;1867,98;2773,29;852,137;2844,2;
224;1952,56;2833,95;1735,15;3011,13;
225;1953,13;2802,7;2036,7;2864,38;
226;2047,57;2883,46;2941,13;3093,37;
227;2049,85;2867,8;2700,85;2867,69;
228;2049,54;2856,77;2474,83;2838,84;
229;2055,9;2861,11;1980,16;2844,69;
230;2002,48;2802,15;1433,79;2845,51;
231;2020,69;2830,57;1522,29;2847,33;
232;2113,23;2946,58;2311,32;3127,71;
233;2081,4;2926,59;2393,75;2875,5;
234;2166,82;3044,81;3079,98;3075,27;
235;2156,39;3058,36;2688,52;2887,39;
236;2219,56;3160,13;2963,28;2958,49;
237;2180,76;3148,2;2311,66;2862,28;
238;2078,14;3062,38;1587,94;2866,73;
239;1964,2;2964,87;638,564;2871,29;
240;1881,59;2900,6;297,477;2875,64;
241;1777,78;2811,58;1621,46;2879,79;
242;1833,52;2900,9;2729,43;3123,25;
243;1849,22;2943,51;3421,32;3161,06;
244;1857,37;2977,2;3212,78;3098,37;
245;1836,29;2978,14;2513,26;2886,16;
246;1828,71;2993,73;1944,7;2896,35;
247;1827,88;3017,23;1465,1;2887,81;
248;1871,63;3087,11;1665,9;2900,97;
249;1949,94;3192,88;2253,5;3085,12;
250;1945,6;3201,81;2358,86;2938,78;
251;1936,4;3203,46;2185,63;2910,1;
252;1895,51;3167,04;1516,54;2912,64;
253;2007,07;3301,76;2001,39;3146,42;
254;2112,32;3425,05;2622,18;3400,58;
255;2227,75;3554,2;3610,8;3751,8;
256;2330,32;3665,08;4094,99;4052,63;
257;2260,18;3576,81;3164,46;3627,17;
258;2384,42;3707,92;3290,41;3957,28;
259;2452,01;3769,49;3117,29;4136,8;
260;2486,89;3788,18;3425,67;4258,33;
261;2552,99;3835,75;3761,64;4598,52;
262;2445,88;3680,4;2990,95;4300,61;
263;2461,46;3663,63;2950,39;4412,87;
264;2309,81;3452,02;1735,2;3919,51;
265;2335,56;3438,1;2251,17;4199,24;
266;2341,61;3398,79;2554,14;4438,08;
267;2287,2;3287,11;3000,9;4499,77;
268;2136,82;3067,95;2260,84;4103,07;
269;2008,66;2874,64;1541,63;3819,82;
270;1966;2784,01;1299,94;3776,35;
271;1848,4;2610,22;1062,26;3494,21;
272;1709,32;2415;857,755;3166,41;
273;1635,7;2391,51;944,173;3104,01;
274;1609,26;2428,81;1317,99;3124,34;
275;1494,65;2458,29;1081,23;2944,45;
276;1399,97;2472,3;785,978;2928,02;
277;1341,26;2501,77;464,348;2913,74;
278;1295,64;2533,68;972,604;2934,94;
279;1360,78;2614,95;1710,04;3046,96;
280;1485,86;2754,57;2830,26;3393,93;
281;1441,15;2676,16;2356,62;2950,52;
282;1413,18;2603,38;1668,59;2888,64;
283;1415,78;2559,61;801,213;2902,89;
284;1469,5;2572,64;704,135;2896,94;
285;1442,19;2538,88;381,425;2921,04;
286;1570,91;2650,25;1366,13;3165,43;
287;1727,84;2801,25;2281,88;3440,32;
288;1827,22;2894,25;2885,22;3414,28;
289;1926,08;2993,6;2892,07;3369,5;
290;2034,49;3109,58;2685,24;3382,71;
291;2166,29;3251,35;2660,9;3445,54;
292;2248,42;3339,6;2556,32;3425,26;
293;2209,95;3292,44;1806,59;3032,89;
294;2280,46;3371,53;1823,26;3127,98;
295;2319,75;3416,81;1739,56;3125,78;
296;2263,39;3353,72;1427,95;2990,78;
297;2359,22;3462,47;2015,15;3322,69;
298;2447,95;3561,71;2577,06;3657,9;
299;2411,1;3519,05;2483,69;3433,35;
300;2393,55;3496,15;2193,73;3338,62;
301;2344,03;3060,1;2149,59;3276,3;
302;2279,95;2983,05;1671,08;2998;
303;2341;3044,56;2273,53;3314,26;
304;2265,3;2946,69;1890,2;3155,22;
305;2345,16;3025,32;2806,12;3595,47;
306;2244,81;2898,47;2127,69;3292,45;
307;2142,47;2854,17;1609,68;2990,19;
308;2221,91;3012,59;1864,84;3324,28;
309;2101,3;2937,22;1313,05;2975,97;
310;2020,84;2905,16;1232,13;2978,06;
311;1939,2;2866,97;836,333;2978,15;
312;1965,94;2952,72;1451,08;3173,28;
313;1871,71;2903,4;1202,64;2978,39;
314;1950,41;3046,66;2224,84;3416,06;
315;1863,21;3000,45;1651,37;3092,91;
316;1952,87;3153,02;2510,97;3449,51;
317;2024,55;3281,92;2703,9;3716,23;
318;1917,73;3202,07;2141,27;3287,02;
319;1837,36;3149,52;1265,04;2987,17;
320;1857,67;3203,07;1123,34;3094,8;
321;1967,17;3354,08;1985,81;3501,1;
322;1908,48;3305,58;2047,44;3293,7;
323;1855,74;3255,28;1917,61;3170,26;
324;1957,67;3376,4;2286,82;3570,75;
325;2015,58;3443,74;2542,35;3722,7;
326;2027,12;3451,67;2635,97;3696,52;
327;1928,08;3325,38;1721,16;3319,25;
328;1888,21;3261,73;1149,4;3153,73;
329;1908,65;3262,6;1082,01;3190,85;
330;1811,43;3123,14;722,567;3045,63;
331;1761,15;3032,2;743,191;3047,26;
332;1756,31;2989,45;887,359;3091,48;
333;1668,55;2852,28;581,136;3040,61;
334;1766,02;2925,64;1429,36;3390,27;
335;1696,39;2808,62;988,048;3049,87;
336;1829,95;2925,35;2082,95;3489,81;
337;1857,71;2924,64;1952,24;3461,15;
338;1986,24;3041,02;2856,73;3847,82;
339;1964,62;2992,94;2142,3;3569,31;
340;1957,29;2963,14;1798,16;3444,38;
341;1988,55;2983,47;1327,08;3411,33;
342;1919,11;2891,05;760,375;3044,84;
343;1874,08;2830,38;456,267;3049,86;
344;1929,97;2885,27;953,956;3299,88;
345;1934,91;2887,2;1255,3;3265,33;
346;1860,11;2802,44;1021,04;3034,51;
347;1955,92;2914,77;1558,91;3348,1;
348;2042,74;3021,73;1962,14;3585,71;
349;2133,57;3137,65;2638,74;3817,33;
350;2110,73;3125,27;2223,6;3653,72;
351;2103,86;3133,18;1792,19;3572,35;
352;2163,98;3221,41;1657,55;3704,62;
353;2250,42;3338,9;2143,32;4028,48;
354;2262,45;3370,75;2304,76;4107,96;
355;2210,1;3327,5;1977,15;3957,4;
356;2293,85;3438,66;2297,88;4348,13;
357;2314,72;3477,53;2262,11;4448,08;
358;2302,27;3476,01;2276,96;4443,94;
359;2190,88;3357,43;1406,91;4082,99;
360;2131,6;3294,56;975,533;3960,35;
361;2106,64;3268,66;843,492;3952,64;
362;2098,25;3256,46;1288,98;4089,76;
363;2092,34;3243,44;1754,73;4267,72;
364;2049,62;3185,71;1855,18;4286,81;
365;2030,61;3154,73;1822,93;4316,2;
366;1924,75;3024,38;1054,33;3967,22;
367;1835,46;2912,1;475,476;3694,22;
368;1770,78;2826,41;675,726;3530,49;
369;1743,32;2781,94;948,402;3530,63;
370;1656,08;2670,07;900,388;3260,99;
371;1655,75;2657,97;1104,57;3344,23;
372;1623,39;2613,45;913,639;3215,13;
373;1756,13;2760,79;1939,72;3691,26;
374;1793,98;2804,17;2074,05;3729,52;
375;1846,52;2867,23;2399,67;3826,38;
376;1920,45;2959,5;2318,92;3965,31;
377;2020,53;3084,4;2569,35;4212,22;
378;1984,87;3059,23;1856,23;3869,86;
379;2002,71;3094,57;1644,8;3842,46;
380;2018,57;3128,99;1308,6;3826,92;
381;2039,37;3169,19;1464,13;3855,95;
382;2149,19;3309,76;2220,58;4276,1;
383;2124,06;3294,38;2122,66;4190,14;
384;2178,35;3369,75;2412,2;4354,68;
385;2285,58;3503,42;2727,41;4742,45;
386;2392,74;3634,92;3295,62;5134,82;
387;2355,21;3599,37;2806,93;4966,87;
388;2287,54;3524,03;2031,31;4781,89;
389;2303,36;3540,89;1673,15;4929,98;
390;2241,15;3465,03;1262,21;4795,17;
391;2199,27;3406,45;1355,85;4834,9;
392;2205,38;3396,15;1745,41;5140,28;
393;2189,28;3358,1;2062,55;5313,58;
394;2248,73;3404,34;2760,06;5724,78;
395;2188,99;3312,36;2428,25;5666,09;
396;2177;3274,26;2347,91;5757,71;
397;2088,66;3148,82;1518,39;5524,87;
398;2092,17;3126,26;1671,96;5700,25;
399;2134,13;3147,61;2113,52;6057,07;
400;2079;3057,79;2259,63;6074,88;
401;2018,77;2964,7;2083,7;6029,98;
402;1940,78;2853,77;1526,79;5903,35;
403;1911,58;2803,24;1343,93;5884,75;
404;1829,84;2695,79;969,467;5674,85;
405;1720,6;2558,93;624,088;5392,95;
406;1725,37;2555,75;974,59;5532,02;
407;1806,11;2644,09;1923,52;5923;
408;1715,39;2543,71;1742,3;5568,04;
409;1633,52;2514,58;1279,66;5236,43;
410;1583,07;2537,29;552,744;4967,81;
411;1722,16;2717,4;1444,43;5415,3;
412;1715,93;2736,62;1595,4;5293,99;
413;1643,41;2682,21;1466,09;4963,42;
414;1585,23;2649,86;727,753;4600,63;
415;1552,15;2638,96;231,571;4248,27;
416;1533,82;2635,56;1882;3907,92;
417;1641,48;2775,81;2832,6;4174,77;
418;1641,77;2796,13;3059,53;3988,05;
419;1685,34;2867,94;2563,3;3908,93;
420;1712,87;2923,49;1825,6;3686,97;
421;1872,75;3130,46;2284,01;3958,61;
422;2019;3322,24;2674,33;4138,23;
423;1986,09;3306,09;2142,26;3681,45;
424;2157,97;3520,63;2648,39;4050,69;
425;2324,43;3725,95;3049,68;4421,66;
426;2330,27;3746;2828,56;4139,07;
427;2404,05;3836,55;2782,27;4219,96;
428;2387,99;3817,71;2023,21;3980,71;
429;2336,88;3755,2;1371,36;3552,02;
430;2259,55;3653,82;644,801;3145,19;
431;2206,33;3570,07;460,915;2962,19;
432;2255,88;3597,54;1189,46;3131,94;
433;2314,87;3628,23;2188,96;3391,01;
434;2228,42;3488,64;2064,8;3053,2;
435;2222,43;3438,09;2024,69;3006,2;
436;2274,83;3452,63;2047,61;3167,43;
437;2315,42;3452,61;2365,81;3293,8;
438;2395,09;3494,7;3029,33;3636,88;
439;2476,97;3537,18;3657,43;4075,4;
440;2448,26;3456,94;3391,81;4009,51;
441;2366,02;3318,55;2551,48;3737,97;
442;2333,63;3238,97;1939,07;3696,73;
443;2407,76;3283,3;2430,75;4107,54;
444;2409,94;3247,46;2896;4315,98;
445;2374,41;3169,97;3207,31;4431,58;
446;2244,9;2990,77;2426,16;4112,65;
447;2199,15;2914,07;2085,59;4079,38;
448;2198,1;2894,6;2081,52;4210,28;
449;2188,71;2869,22;2525,12;4395,61;
450;2119,73;2780,88;2562,46;4382,18;
451;1946,55;2417,69;2361,2;4118,69;
452;1958,48;2448,96;2542,53;4392,15;
453;1916,86;2462,26;2446,6;4418,16;
454;1820,38;2464,57;2098,43;4220,9;
455;1860,23;2532,86;2511,66;4618,71;
456;1797,75;2491,02;2278,74;4573,83;
457;1823,26;2594,54;2683,44;4771,17;
458;1712,62;2545,34;1842,74;4439,3;
459;1644,61;2543,82;1444,06;4244,45;
460;1748,27;2711,35;1998,23;4667,96;
461;1837,45;2864,36;2931;5092,88;
462;1935,33;3030,77;3919,71;5527,3;
463;1820,87;2956,8;2980,17;5107,82;
464;1927,06;3134,77;3140,77;5477,18;
465;1920,58;3182,04;2324,11;5322,02;
466;1995,35;3315,74;2847,72;5571,62;
467;1893,02;3240,86;1935,98;5181,82;
468;1883,75;3263,31;2019,73;5237;
469;1819,52;3219,75;1325,59;4947,16;
470;1884,64;3314,35;2053,74;5238,74;
471;1834,86;3271,95;1772,66;5016,34;
472;1781,14;3215,51;1747,23;4838,16;
473;1816,08;3254,38;1790,27;4923,55;
474;1812,34;3241,8;1820,67;4860,77;
475;1800,58;3215,55;1788,23;4715,3;
476;1892,47;3299,18;2387,55;5040,63;
477;1926,77;3313,26;2549,77;5087,81;
478;2037,15;3410,45;3266,38;5402,5;
479;2098,52;3447,82;3326,14;5556,21;
480;2114,89;3431,4;3119,1;5527,32;
481;2221,31;3516,12;3279,77;5819,61;
482;2189,55;3440;2671,8;5600,5;
483;2100,78;3297,57;1879,21;5137,29;
484;1984,18;3120,73;816,358;4646,88;
485;1947,17;3032,92;653,175;4489,34;
486;1941,13;2980,78;1021,86;4451,6;
487;1960,83;2956,75;1875,55;4564,45;
488;2042,47;3005,47;2893,7;4906,84;
489;2034,39;2957,23;2976,88;4798,61;
490;2069,89;2965,06;2990,07;4801,28;
491;2164,75;3045,78;3108,94;5027,71;
492;2170,98;3031,14;2877,93;4918,26;
493;2213,65;3062,45;3003,99;5012,89;
494;2173,83;3003,34;2519,03;4846,59;
495;2053,16;2858,51;1649,09;4334,41;
496;2133,44;2947,51;2092,05;4656,44;
497;1996,91;2793,44;1328,87;4129,55;
498;1930,87;2724,22;1397,74;3870,06;
499;1971,23;2778,95;1736,14;4054,22;
500;1927,05;2741,82;1896,82;3856,2;
501;1900,56;2731,45;2016,67;3636,1;
502;1894,37;2745,31;2021,82;3562,03;
503;1802,77;2668,01;1402,56;3049,68;
504;1885,97;2793,65;1996,18;3237,46;
505;1768,32;2691,89;1223,07;2890,87;
506;1747,9;2703,14;1396,34;2896,14;
507;1747,19;2739,05;1252,83;2896,13;
508;1748,15;2777,26;1567,27;2887,98;
509;1696,05;2758,02;1286,56;2869;
510;1763,18;2872,04;1830,56;2997,85;
511;1748,38;2894,58;1597,57;2869,54;
512;1856,04;3055,35;2400,87;3043,83;
513;1973,78;3225,66;2924,56;3263,47;
514;1994,61;3283,08;2977,18;3084,27;
515;2073,2;3404,9;3012,3;3091,22;
516;2174,39;3546,95;3108,9;3275,54;
517;2269,54;3678,89;3341,49;3387,5;
518;2221,95;3641,59;2685,16;3011,89;
519;2172,81;3594,24;1997,27;2902,66;
520;2218,62;3648,43;1915,71;2977,21;
521;2142,61;3556,6;1468,22;2900,86;
522;2168,99;3572,14;1971,36;3005,95;
523;2122,52;3496,13;1813,73;2912,94;
524;2211,3;3568,55;2751,51;3288,89;
525;2257,59;3588,05;3073,31;3446,59;
526;2167,5;3446,54;2613,56;3108,38;
527;2173,83;3412,42;2343,96;3111,63;
528;2222,75;3422,66;2428,25;3337,24;
529;2242,66;3398,57;2718,11;3434,88;
530;2130,66;3221,28;2180,82;3080,8;
531;2052,9;3081,57;1715,1;2953,8;
532;2082,61;3066,96;1861,5;3143,23;
533;2139,46;3085,42;2575,5;3438,08;
534;2191,2;3099,49;3376,28;3747,66;
535;2211,28;3080,43;3702,2;3951,01;
536;2087,94;2905;2685,05;3490,29;
537;2069,81;2855,99;2185,45;3415,93;
538;2139,16;2911,73;2371,58;3731,99;
539;2193,52;2955,05;3114,44;4062,19;
540;2127,84;2866,19;3083,79;3963,54;
541;2136,05;2866,24;3245,39;4190,3;
542;2164,66;2899,08;3188,9;4395,33;
543;2183,83;2928,58;3312,34;4539,01;
544;2039,58;2776,6;2290,58;4082,85;
545;2054,34;2808,63;2398,98;4316,02;
546;1909,97;2665,46;1383,28;3852,82;
547;1949,44;2734,59;2187,37;4189,5;
548;1911,71;2719,09;2167,29;4231,45;
549;1894,25;2729,18;2705,32;4353,3;
550;1775,96;2630,49;1918,23;3944,64;
551;1712,28;2594,9;1590,3;3816,01;
552;1705,74;2629,23;1412,11;3822,64;
553;1572,75;2519,46;878,682;3364;
554;1581,43;2571,26;1283,28;3462,71;
555;1538,11;2563,42;1233,57;3340,76;
556;1534,91;2603,69;1614,94;3271,45;
557;1451,9;2557,54;1075,8;2974,93;
558;1549,6;2712,12;1766,12;3295,36;
559;1520,06;2723,43;1376,08;2978,6;
560;1626,72;2886,89;2233,93;3225,11;
561;1565,82;2857,91;1445,82;2954,15;
562;1642,08;2982;1862,73;3038,02;
563;1638,65;3013,7;1261,66;2933,34;
564;1634,86;3038,82;1202;2925,75;
565;1692,99;3131,27;1219,85;2948,15;
566;1707,7;3166,93;1268,83;2936,5;
567;1747,1;3227,12;1401,5;2958,8;
568;1890,68;3398,53;2174,85;3283,97;
569;1902,86;3415,72;2004,99;3028,55;
570;1929,34;3443,73;1893,62;2935,73;
571;1992,59;3506,96;1678,4;2955,81;
572;2148,9;3670;2386,1;3318,54;
573;2161,26;3663,84;2233,74;3101,39;
574;2115,6;3583,06;1766,36;2990,93;
575;2196,43;3641,23;1760,82;3156,56;
576;2283,14;3701,74;2083,85;3344,9;
577;2358,85;3744,83;2645,8;3522,74;
578;2407,95;3750,61;2921,48;3714,49;
579;2394,47;3682,34;2585,54;3618,35;
580;2443,01;3683,59;2539,63;3751,98;
581;2449,06;3633,75;2278,65;3763,24;
582;2365,24;3479,52;1718,7;3480,92;
583;2234,96;3270,94;858,44;3057,16;
584;2098,17;3054,17;90,0122;3028,3;
585;2096,48;2993,14;2367,69;3170,16;
586;2059,2;2893,71;2850,3;3197,26;
587;1951,46;2717,68;2974,89;3030,31;
588;1824,29;2526,13;1549,31;3030,94;
589;1900,82;2574,98;1744,71;3380,45;
590;1878,34;2521,62;1565,47;3267,39;
591;1892,5;2517,78;2025,28;3349,57;
592;1980,68;2606,94;2537,88;3744,26;
593;1953,54;2576,27;2339,77;3598,7;
594;2042,83;2690,67;2728,79;3863,6;
595;1950,76;2606,78;1712,85;3472,91;
596;2066,41;2768,78;2356,79;3900,18;
597;2091,12;2835,06;2217,44;3963,73;
598;2091,65;2878,24;2498,35;3997,38;
599;2172,88;3019,59;2810,94;4317,03;
600;2093,35;2980,96;2176,28;4033,01;
601;1978,63;2574,34;1835,24;3663,51;
602;1870,66;2549,02;843,714;3259,87;
603;1841,44;2571,38;801,916;3202,47;
604;1834,46;2617,32;997,986;3263,51;
605;1791,44;2617,61;1307,69;3243,93;
606;1872,33;2756,81;2205,46;3661,79;
607;1814,16;2812,41;1826,82;3406,99;
608;1768,32;2866,09;1409,57;3143,14;
609;1697,36;2883,75;452,167;3069,03;
